"description";"SHID";"COMID";"COMNM"
"{""id"":""4231"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP650K-Demo"",""text_content"":""test"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25384";"2366";"BG Innovations"
"{""id"":""4231"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP650K-Demo"",""text_content"":""test\r\n"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25386";"2366";"BG Innovations"
"{""id"":""2040"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""25418"",""open_date"":""2019-03-25"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""0"",""open_time_i"":""0"",""open_time_s"":""0"",""close_time_h"":""0"",""close_time_i"":""0"",""close_time_s"":""0"",""text_content"":""*  ** ** ** ** * Welcome.............."",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25418";"2466";"New Smart Office"
"{""id"":""2040"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-03-25"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""0"",""open_time_i"":""0"",""open_time_s"":""0"",""close_time_h"":""0"",""close_time_i"":""0"",""close_time_s"":""0"",""text_content"":""Welcome to Benq Demo"",""select_style_id"":""3972"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25419";"2466";"New Smart Office"
"{""id"":""4231"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP650K-Demo"",""text_content"":""test"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25443";"2366";"BG Innovations"
"{""id"":""4231"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP650K-Demo"",""text_content"":""Hello"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25444";"2366";"BG Innovations"
"{""id"":""4613"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP6501-Demo"",""text_content"":""Snow day tomorrow"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25574";"2366";"BG Innovations"
"{""id"":""337"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""schedule_head_id"":""25737"",""open_date"":""2019-04-01"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""9"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""9"",""close_time_i"":""40"",""close_time_s"":""0"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=U--7hxRNPvk"",""is_live"":false,""duration"":3572,""start"":0,""video_title"":""SONY 4K OLED  (59 Min Demo)"",""video_id"":""U--7hxRNPvk""}";"25737";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""open_date"":""2019-04-01"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""9"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""10"",""close_time_i"":""0"",""close_time_s"":""0"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=U--7hxRNPvk"",""is_live"":false,""duration"":3572,""start"":0,""video_title"":""SONY 4K OLED  (59 Min Demo)"",""video_id"":""U--7hxRNPvk""}";"25738";"585";"BET"
"{""id"":""2373"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""tag = group"",""text_content"":""This is a tag."",""select_style_id"":""672"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25739";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""schedule_head_id"":""25740"",""lite_archives_id"":[""13893""],""lite_archives_name"":""4452629067_c6d5388622_b.jpg"",""play_speed"":""10"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""10"",""duration"":10}";"25740";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""13892""],""lite_archives_name"":""giphy (1).gif"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""3"",""duration"":3}";"25742";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""schedule_head_id"":""25740"",""lite_archives_id"":[""13892""],""lite_archives_name"":""giphy (1).gif"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""10"",""duration"":3}";"25743";"585";"BET"
"{""id"":""4863"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""20190401"",""text_content"":""\u8981\u4e0a11000\u4e86\uff01\uff01\uff01\u5929\u554a\uff01\uff01"",""select_style_id"":""672"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25744";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""13894""],""lite_archives_name"":""111.gif"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""3"",""duration"":3}";"25751";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""13896""],""lite_archives_name"":""giphy (2).gif"",""play_speed"":""10"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""10"",""duration"":10}";"25753";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=B35aWPmUINw"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""20"",""is_live"":false,""duration"":603,""start"":0,""video_title"":""\u3010\u7279\u5225\u4f01\u5283\u3011NISSAN KICKS\uff5c\u667a\u6167\u8de8\u754c \u4e00\u7d1a\u73a9\u5bb6"",""video_id"":""B35aWPmUINw""}";"25756";"585";"BET"
"{""id"":""337"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/www.youtube.com\/watch?v=B35aWPmUINw"",""play_time_h"":""0"",""play_time_i"":""1"",""play_time_s"":""0"",""is_live"":false,""duration"":603,""start"":0,""video_title"":""\u3010\u7279\u5225\u4f01\u5283\u3011NISSAN KICKS\uff5c\u667a\u6167\u8de8\u754c \u4e00\u7d1a\u73a9\u5bb6"",""video_id"":""B35aWPmUINw""}";"25757";"585";"BET"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""I can share announcements remotely"",""select_style_id"":""3115"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"25891";"2042";"Camcor"
"{""id"":""4613"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP6501-Demo"",""text_content"":""Wake Up"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25897";"2366";"BG Innovations"
"{""id"":""4613"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP6501-Demo"",""text_content"":""Does this work"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"25898";"2366";"BG Innovations"
"{""id"":""1559"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""0"",""lite_archives_id"":[""13946""],""lite_archives_name"":""IMG_3379.MOV"",""link"":null,""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""14"",""duration"":14}";"25900";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/U9t-slLl30E"",""play_time_h"":""0"",""play_time_i"":""3"",""play_time_s"":""56"",""is_live"":false,""duration"":236,""start"":0,""video_title"":""\""SEAGULLS! (Stop It Now)\"" -- A Bad Lip Reading of The Empire Strikes Back"",""video_id"":""U9t-slLl30E""}";"25958";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/U9t-slLl30E"",""play_time_h"":""0"",""play_time_i"":""3"",""play_time_s"":""56"",""is_live"":false,""duration"":236,""start"":0,""video_title"":""\""SEAGULLS! (Stop It Now)\"" -- A Bad Lip Reading of The Empire Strikes Back"",""video_id"":""U9t-slLl30E""}";"25959";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/U9t-slLl30E"",""play_time_h"":""0"",""play_time_i"":""3"",""play_time_s"":""56"",""is_live"":false,""duration"":236,""start"":0,""video_title"":""\""SEAGULLS! (Stop It Now)\"" -- A Bad Lip Reading of The Empire Strikes Back"",""video_id"":""U9t-slLl30E""}";"25960";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/U9t-slLl30E"",""play_time_h"":""0"",""play_time_i"":""3"",""play_time_s"":""56"",""is_live"":false,""duration"":236,""start"":0,""video_title"":""\""SEAGULLS! (Stop It Now)\"" -- A Bad Lip Reading of The Empire Strikes Back"",""video_id"":""U9t-slLl30E""}";"25961";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/U9t-slLl30E"",""play_time_h"":""0"",""play_time_i"":""3"",""play_time_s"":""56"",""is_live"":false,""duration"":236,""start"":0,""video_title"":""\""SEAGULLS! (Stop It Now)\"" -- A Bad Lip Reading of The Empire Strikes Back"",""video_id"":""U9t-slLl30E""}";"25963";"2042";"Camcor"
"{""id"":""1559"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""hello!"",""select_style_id"":""3116"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ffff00\"",\""background_color\"":\""#ff000000\"",\""scroll_direction\"":\""left\""}""}";"25972";"2042";"Camcor"
"{""id"":""2399"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""we are in danger. we must evacuate the building now"",""select_style_id"":""4617"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26108";"2776";"Synnex NZ"
"{""id"":""2399"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""xdfhsdgsngnfmfnzgn"",""select_style_id"":""4616"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"26110";"2776";"Synnex NZ"
"{""id"":""4908"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""DEMO"",""text_content"":""dxfjsefhbsdfanfsdnfdbas"",""select_style_id"":""4617"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26112";"2776";"Synnex NZ"
"{""id"":""2415"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""n"",""select_style_id"":""4649"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"26357";"2792";"VPO"
"{""id"":""2415"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-04-10"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""12"",""open_time_i"":""0"",""open_time_s"":""0"",""close_time_h"":""12"",""close_time_i"":""30"",""close_time_s"":""0"",""text_content"":""teszt"",""select_style_id"":""4649"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"26359";"2792";"VPO"
"{""id"":""4613"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP6501-Demo"",""text_content"":""Eat your lunch"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26394";"2366";"BG Innovations"
"{""id"":""4613"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP6501-Demo"",""text_content"":""Have a great day!"",""select_style_id"":""3772"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#f1c232\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26396";"2366";"BG Innovations"
"{""id"":""4572"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""7D3A-917"",""text_content"":""\u6b61\u8fce\u849e\u81e8 \u4ec1\u611b\u570b\u4e2d !!"",""select_style_id"":""4234"",""play_time"":""5"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""\u5ee3\u64ad0319-04"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffa2c4c9\"",\""scroll_direction\"":\""left\""}""}";"26435";"2591";"臺北市仁愛國中"
"{""id"":""4943"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Adelaide RP6501K"",""text_content"":""Hello From Upstairs"",""select_style_id"":""2838"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26439";"1900";"Alloys"
"{""id"":""1964"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u4e00\u5e74\u7d1a"",""text_content"":""\u6b61\u8fce \u4f86\u6eaa\u5357\u570b\u6c11\u4e2d\u5b78........"",""select_style_id"":""3840"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26502";"2400";"台中市溪南國中"
"{""id"":""1964"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u4e00\u5e74\u7d1a"",""text_content"":""\u6b61\u8fce \u4f86\u6eaa\u5357\u570b\u6c11\u4e2d\u5b78........"",""select_style_id"":""3840"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"26503";"2400";"台中市溪南國中"
"{""id"":""1962"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u5168\u90e8\u8a2d\u5099"",""open_date"":""2019-04-12"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""12"",""open_time_i"":""0"",""open_time_s"":""0"",""close_time_h"":""12"",""close_time_i"":""30"",""close_time_s"":""0"",""text_content"":""\u6b61\u8fce \u4f86\u6eaa\u5357\u570b\u6c11\u4e2d\u5b78........"",""select_style_id"":""3839"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"26504";"2400";"台中市溪南國中"
"{""id"":""2180"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-04-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""Welcome to Alloys, Spiro!"",""select_style_id"":""4226"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#9900ff\"",\""background_color\"":\""#ffb4a7d6\"",\""scroll_direction\"":\""left\""}""}";"26607";"2587";"Alloys"
